Member,Cycle,Reporting Date/Period,Response Status,Street Address:,City:,Zip Code:,County:,Agency Name,Location Name:,Square footage of space occupied:,"Total square footage of building (including other occupants, where applicable):","Primary use of space (i.e., office, storage, etc.):",Staff Population,"Does your agency have a resident population regularly onsite (e.g,. correctional facilities)?",Non-Staff Population,"Does your agency have short-term visitors (e.g., public meetings, hearings, large events, etc.) who contribute to your waste/recycling generation? ",Approximate number of visitors per year:,Contact name:,Phone:,Fax:,Email:,Trash Hauler,Trash Destination,Trash Actual vs Volume,Trash (lbs),Recycling: Single Stream Hauler,Recycling: Single Stream Destination,Recycling: Single Stream Actual vs Volume,Recycling: Single Stream Actual Weight (in Pounds),"Recycling: Dual stream (Bottles, cans & containers) Hauler","Recycling: Dual stream (Bottles, cans & containers) Destination","Recycling: Dual stream (Bottles, cans & containers) Actual vs Volume","Recycling: Dual stream (Bottles, cans & containers) Actual Weight (in Pounds)","Recycling: Dual stream (Paper, including cardboard) Hauler","Recycling: Dual stream (Paper, including cardboard) Destination","Recycling: Dual stream (Paper, including cardboard) Actual vs Volume","Recycling: Dual stream (Paper, including cardboard) Actual Weight (in Pounds)",Organics Hauler,Organics Destination,Organics Actual vs Volume,Organics (lbs),Total MSW,Aluminum (scrap other than cans) Hauler/Recycler,Aluminum (scrap other than cans) Actual vs Volume,Aluminum (scrap other than cans) Actual Weight (in Pounds),Anti-freeze Hauler/Recycler,Anti-freeze Actual vs Volume,Anti-freeze Actual Weight (in Pounds),Auto Oil Hauler/Recycler,Auto Oil Actual vs Volume,Auto Oil Actual Weight (in Pounds),Batteries: appliance (rechargeable) Hauler/Recycler,Batteries: appliance (rechargeable) Actual vs Volume,Batteries: appliance (rechargeable) Actual Weight (in Pounds),Batteries: vehicle Hauler/Recycler,Batteries: vehicle Actual vs Volume,Batteries: vehicle Actual Weight (in Pounds),Construction Material Hauler/Recycler,Construction Material Actual vs Volume,Construction Material Actual Weight (in Pounds),"E-Waste (computers, laptops, printers, etc.) Hauler/Recycler","E-Waste (computers, laptops, printers, etc.) Actual vs Volume","E-Waste (computers, laptops, printers, etc.) Actual Weight (in Pounds)",Fluorescents Hauler/Recycler,Fluorescents Actual vs Volume,Fluorescents Actual Weight (in Pounds),"Grease, Bones, Tallow Hauler/Recycler","Grease, Bones, Tallow Actual vs Volume","Grease, Bones, Tallow Actual Weight (in Pounds)",Metal (scrap) Hauler/Recycler,Metal (scrap) Actual vs Volume,Metal (scrap) Actual Weight (in Pounds),Paint Hauler/Recycler,Paint Actual vs Volume,Paint Actual Weight (in Pounds),Parts Cleaner Hauler/Recycler,Parts Cleaner Actual vs Volume,Parts Cleaner Actual Weight (in Pounds),Solvent Hauler/Recycler,Solvent Actual vs Volume,Solvent Actual Weight (in Pounds),Textiles Hauler/Recycler,Textiles Actual vs Volume,Textiles Actual Weight (in Pounds),Toner Cartridges Hauler/Recycler,Toner Cartridges Actual vs Volume,Toner Cartridges Actual Weight (in Pounds),Tires Hauler/Recycler,Tires Actual vs Volume,Tires Actual Weight (in Pounds),"Wood Waste (mfg. waste, chips, or pallets) Hauler/Recycler","Wood Waste (mfg. waste, chips, or pallets) Actual vs Volume","Wood Waste (mfg. waste, chips, or pallets) Actual Weight (in Pounds)",All Other Actual Weight (in Pounds),Specialty Waste (lbs),"Please specify materials included in ""All Other"" weight:",Recycling (lbs),MSW Recycling Rate (%),Total Recycling Rate (%),Waste Per Capita (lbs per staff),Waste Per Capita Including Non-Staff (lbs per staff),"Waste Per Capita (including staff, resident and visitor)",Is your agency location utilizing the state's recycling best practices?,Indicate your agency’s timeline for implementing the new program:,Details:,The State of Minnesota has established a Green Meeting Policy. This can be provided by the Minnesota Department of Administration and the Minnesota Pollution Control Agency. Is your agency location following the Green Meeting Policy for internal and external meetings of all sizes?,Indicate your agency's timeline for implementing the Green Meeting Policy:,Details:,State agency locations often have the opportunity to reduce consumption of particular products or services. Does your agency location engage in any of the below efforts to reduce overall consumption (select all that apply):
"R2: Thief River Falls Truck Station - 248 125th Ave NE Thief River Falls, MN 56510",February,02/01/2019,completed,248 125th Ave NE,Thief River Falls,56701,Pennington,Department of Transportation,Thief River Falls TS,,,,30,No,,Yes,,Joe Leas,218-277-7956,218-277-7957,joel.leas@state.mn.us,Les' Sanitation,MarKit Landfill,Weight converted from volume,8400,,,,,MNDOT,TRF City Recycling,Actual weight,13,MNDOT,TRF City Recycling,Actual weight,65,,,,,8478,,,,,,,,,,,,,MNDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,0.92,0.92,282.6,282.6,282.6,Yes,,,Yes,,,
"R2: Thief River Falls Truck Station - 248 125th Ave NE Thief River Falls, MN 56510",March,03/01/2019,completed,248 125th Ave NE,Thief River Falls,56701,Pennington,Department of Transportation,Thief River Falls TS,,,,30,No,,Yes,,Joe Leas,218-277-7956,218-277-7957,joel.leas@state.mn.us,Les' Sanitation,MarKit Landfill,Weight converted from volume,8400,,,,,MNDOT,TRF City Recycling,,,MNDOT,TRF City Recycling,,,,,,,8400,,,,,,,,,,,,,MNDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280,280,280,Yes,,,Yes,,,
"R2: Thief River Falls Truck Station - 248 125th Ave NE Thief River Falls, MN 56510",April,04/01/2019,completed,248 125th Ave NE,Thief River Falls,56701,Pennington,Department of Transportation,Thief River Falls TS,,,,30,No,,Yes,,Joe Leas,218-277-7956,218-277-7957,joel.leas@state.mn.us,Les' Sanitation,MarKit Landfill,Weight converted from volume,8400,,,,,MNDOT,TRF City Recycling,,,MNDOT,TRF City Recycling,,,,,,,8400,,,,,,,,,,,,,MNDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280,280,280,Yes,,,Yes,,,
"R2: Thief River Falls Truck Station - 248 125th Ave NE Thief River Falls, MN 56510",May,05/01/2019,completed,248 125th Ave NE,Thief River Falls,56701,Pennington,Department of Transportation,Thief River Falls TS,,,,30,No,,Yes,,Joe Leas,218-277-7956,218-277-7957,joel.leas@state.mn.us,Les' Sanitation,MarKit Landfill,Weight converted from volume,8400,,,,,MNDOT,TRF City Recycling,,,MNDOT,TRF City Recycling,,,,,,,8400,,,,,,,,,,,,,MNDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280,280,280,Yes,,,Yes,,,
"R2: Thief River Falls Truck Station - 248 125th Ave NE Thief River Falls, MN 56510",June,06/01/2019,completed,248 125th Ave NE,Thief River Falls,56701,Pennington,Department of Transportation,Thief River Falls TS,,,,30,No,,Yes,,Joe Leas,218-277-7956,218-277-7957,joel.leas@state.mn.us,Les' Sanitation,MarKit Landfill,Weight converted from volume,8400,,,,,MNDOT,TRF City Recycling,,,MNDOT,TRF City Recycling,,,,,,,8400,,,,,,,,,,,,,MNDOT,Weight converted from volume,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,0.47,281.33,281.33,281.33,Yes,,,Yes,,,
"R2: Thief River Falls Truck Station - 248 125th Ave NE Thief River Falls, MN 56510",July,07/01/2019,completed,248 125th Ave NE,Thief River Falls,56701,Pennington,Department of Transportation,Thief River Falls TS,,,,30,No,,Yes,,Joe Leas,218-277-7956,218-277-7957,joel.leas@state.mn.us,Les' Sanitation,MarKit Landfill,Weight converted from volume,8400,,,,,MNDOT,TRF City Recycling,,,MNDOT,TRF City Recycling,,,,,,,8400,,,,,,,,,,,,,MNDOT,,,,,,,,,,,,,,,,Actual weight,14600,,,,,,,,,,,,,,,,,,,,,,,14600,,,,63.48,766.67,766.67,766.67,Yes,,,Yes,,,
"R2: Thief River Falls Truck Station - 248 125th Ave NE Thief River Falls, MN 56510",August,08/01/2019,completed,248 125th Ave NE,Thief River Falls,56701,Pennington,Department of Transportation,Thief River Falls TS,,,,30,No,,Yes,,Joe Leas,218-277-7956,218-277-7957,joel.leas@state.mn.us,Les' Sanitation,MarKit Landfill,Weight converted from volume,8400,,,,,MNDOT,TRF City Recycling,Actual weight,19,MNDOT,TRF City Recycling,Actual weight,53,,,,,8472,,,,,,,,,,,,,MNDOT,,,,,,,Actual weight,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,72,0.85,1.32,283.73,283.73,283.73,Yes,,,Yes,,,
"R2: Thief River Falls Truck Station - 248 125th Ave NE Thief River Falls, MN 56510",September,09/01/2019,completed,248 125th Ave NE,Thief River Falls,56701,Pennington,Department of Transportation,Thief River Falls TS,,,,30,No,,Yes,,Joe Leas,218-277-7956,218-277-7957,joel.leas@state.mn.us,Les' Sanitation,MarKit Landfill,Weight converted from volume,8400,,,,,MNDOT,TRF City Recycling,,,MNDOT,TRF City Recycling,,,,,,,8400,,,,,,,,,,,,,MNDOT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280,280,280,Yes,,,Yes,,,
"R2: Walker Truck Station - 8005 Sautbine Road NW Walker, MN 56484",January,01/01/2019,completed,8005 Sautbine Rd NW,Walker,56484,Cass,Department of Transportation,Walker TS,,,,6,No,,No,,Joe Leas,218-277-7956,218-277-7957,joel.leas@state.mn.us,City Sanitation,Pine River Transfer Station,Weight converted from volume,1400,,,,,MNDOT,,Actual weight,20,MNDOT,,Actual weight,30,,,,,1450,,,,,,,,,,,,,,,,MNDOT,,,,,,,,,,,,MNDOT,Actual weight,415,,,,,,,,,,,,,,,,MNDOT,Actual weight,300,MNDOT,,,,715,,50,3.45,35.33,360.83,360.83,360.83,Yes,,,Yes,,,
"R2: Walker Truck Station - 8005 Sautbine Road NW Walker, MN 56484",February,02/01/2019,completed,8005 Sautbine Rd NW,Walker,56484,Cass,Department of Transportation,Walker TS,,,,6,No,,No,,Joe Leas,218-277-7956,218-277-7957,joel.leas@state.mn.us,City Sanitation,Pine River Transfer Station,Weight converted from volume,1400,,,,,MNDOT,,,,MNDOT,,,,,,,,1400,,,,,,,,,,,,,,,,MNDOT,,,,,,,,,,,,MNDOT,,,,,,,,,,,,,,,,,,MNDOT,,,MNDOT,,,,,,,,,233.33,233.33,233.33,Yes,,,Yes,,,
"R2: Walker Truck Station - 8005 Sautbine Road NW Walker, MN 56484",March,03/01/2019,completed,8005 Sautbine Rd NW,Walker,56484,Cass,Department of Transportation,Walker TS,,,,6,No,,No,,Joe Leas,218-277-7956,218-277-7957,joel.leas@state.mn.us,City Sanitation,Pine River Transfer Station,Weight converted from volume,1400,,,,,MNDOT,,Actual weight,15,MNDOT,,Actual weight,35,,,,,1450,,,,,,,,,,,,,,,,MNDOT,,,,,,,,,,,,MNDOT,Actual weight,500,,,,,,,,,,,,,,,,MNDOT,,,MNDOT,,,,500,,50,3.45,28.21,325,325,325,Yes,,,Yes,,,
"R2: Walker Truck Station - 8005 Sautbine Road NW Walker, MN 56484",April,04/01/2019,completed,8005 Sautbine Rd NW,Walker,56484,Cass,Department of Transportation,Walker TS,,,,6,No,,No,,Joe Leas,218-277-7956,218-277-7957,joel.leas@state.mn.us,City Sanitation,Pine River Transfer Station,Weight converted from volume,1400,,,,,MNDOT,,Actual weight,15,MNDOT,,Actual weight,20,,,,,1435,,,,,,,,,,,,,,,,MNDOT,,,,,,,,,,,,MNDOT,,,,,,,,,,,,,,,,,,MNDOT,Actual weight,700,MNDOT,,,,700,,35,2.44,34.43,355.83,355.83,355.83,Yes,,,Yes,,,
"R2: Walker Truck Station - 8005 Sautbine Road NW Walker, MN 56484",May,05/01/2019,completed,8005 Sautbine Rd NW,Walker,56484,Cass,Department of Transportation,Walker TS,,,,6,No,,No,,Joe Leas,218-277-7956,218-277-7957,joel.leas@state.mn.us,City Sanitation,Pine River Transfer Station,Weight converted from volume,1400,,,,,MNDOT,,,,MNDOT,,Actual weight,30,,,,,1430,,,,,,,,,,,,,,,,MNDOT,,,,,,,,,,,,MNDOT,Actual weight,1000,,,,,,,,,,,,,,,,MNDOT,,,MNDOT,,,,1000,,30,2.1,42.39,405,405,405,Yes,,,Yes,,,
"R2: Walker Truck Station - 8005 Sautbine Road NW Walker, MN 56484",June,06/01/2019,completed,8005 Sautbine Rd NW,Walker,56484,Cass,Department of Transportation,Walker TS,,,,6,No,,No,,Joe Leas,218-277-7956,218-277-7957,joel.leas@state.mn.us,City Sanitation,Pine River Transfer Station,Weight converted from volume,1400,,,,,MNDOT,,Actual weight,15,MNDOT,,Actual weight,30,,,,,1445,,Actual weight,30,,,,,,,,,,,,,MNDOT,Actual weight,100,,,,,,,,,,MNDOT,Actual weight,400,,,,,,,,,,,,,,,,MNDOT,Actual weight,500,MNDOT,,,,1030,,45,3.11,43.43,412.5,412.5,412.5,Yes,,,Yes,,,
"R2: Walker Truck Station - 8005 Sautbine Road NW Walker, MN 56484",July,07/01/2019,completed,8005 Sautbine Rd NW,Walker,56484,Cass,Department of Transportation,Walker TS,,,,6,No,,No,,Joe Leas,218-277-7956,218-277-7957,joel.leas@state.mn.us,City Sanitation,Pine River Transfer Station,Weight converted from volume,1400,,,,,MNDOT,,Actual weight,30,MNDOT,,Actual weight,25,,,,,1455,,,,,,,,,,,,,,,,MNDOT,Actual weight,100,,,,,,,,,,MNDOT,Actual weight,200,,,,,,,,,,,,,,,,MNDOT,Actual weight,300,MNDOT,Actual weight,400,,1000,,55,3.78,42.97,409.17,409.17,409.17,Yes,,,Yes,,,
"R2: Walker Truck Station - 8005 Sautbine Road NW Walker, MN 56484",August,08/01/2019,completed,8005 Sautbine Rd NW,Walker,56484,Cass,Department of Transportation,Walker TS,,,,6,No,,No,,Joe Leas,218-277-7956,218-277-7957,joel.leas@state.mn.us,City Sanitation,Pine River Transfer Station,Weight converted from volume,1400,,,,,MNDOT,,Actual weight,15,MNDOT,,Actual weight,50,,,,,1465,,,,,,,,,,,,,,,,MNDOT,,,,,,,,,,,,MNDOT,Actual weight,200,,,,,,,,,,,,,,,,MNDOT,Actual weight,500,MNDOT,Weight converted from volume,300,,1000,,65,4.44,43.2,410.83,410.83,410.83,Yes,,,Yes,,,
"R2: Walker Truck Station - 8005 Sautbine Road NW Walker, MN 56484",September,09/01/2019,completed,8005 Sautbine Rd NW,Walker,56484,Cass,Department of Transportation,Walker TS,,,,6,No,,No,,Joe Leas,218-277-7956,218-277-7957,joel.leas@state.mn.us,City Sanitation,Pine River Transfer Station,Weight converted from volume,1400,,,,,MNDOT,,Actual weight,30,MNDOT,,Actual weight,40,,,,,1470,,,,,,,,,,,,,,,,MNDOT,,,,,,,,,,,,MNDOT,Actual weight,600,,,,,,,,,,,,,,,,MNDOT,Actual weight,400,MNDOT,Actual weight,1000,,2000,,70,4.76,59.65,578.33,578.33,578.33,Yes,,,Yes,,,
"R2: Warren Truck Station - 417 South Main Street Warren, MN 56762",January,01/01/2019,completed,417 S Main,Warren,56762,Marshall,Department of Transportation,Warren TS,,,,3,No,,No,,Joe Leas,218-277-7956,218-277-7957,joel.leas@state.mn.us,City of Warren,MarKit Landfill,Weight converted from volume,700,,,,,MNDOT,Local recycling container,,,MNDOT,Local recycling container,,,,,,,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MNDOT,,,,,,,,,,,,233.33,233.33,233.33,Yes,,,Yes,,,
"R2: Warren Truck Station - 417 South Main Street Warren, MN 56762",February,02/01/2019,completed,417 S Main,Warren,56762,Marshall,Department of Transportation,Warren TS,,,,3,No,,No,,Joe Leas,218-277-7956,218-277-7957,joel.leas@state.mn.us,City of Warren,MarKit Landfill,Weight converted from volume,700,,,,,MNDOT,Local recycling container,,,MNDOT,Local recycling container,,,,,,,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MNDOT,,,,,,,,,,,,233.33,233.33,233.33,Yes,,,Yes,,,
"R2: Warren Truck Station - 417 South Main Street Warren, MN 56762",March,03/01/2019,completed,417 S Main,Warren,56762,Marshall,Department of Transportation,Warren TS,,,,3,No,,No,,Joe Leas,218-277-7956,218-277-7957,joel.leas@state.mn.us,City of Warren,MarKit Landfill,Weight converted from volume,700,,,,,MNDOT,Local recycling container,,,MNDOT,Local recycling container,,,,,,,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MNDOT,,,,,,,,,,,,233.33,233.33,233.33,Yes,,,Yes,,,
"R2: Warren Truck Station - 417 South Main Street Warren, MN 56762",April,04/01/2019,completed,417 S Main,Warren,56762,Marshall,Department of Transportation,Warren TS,,,,3,No,,No,,Joe Leas,218-277-7956,218-277-7957,joel.leas@state.mn.us,City of Warren,MarKit Landfill,Weight converted from volume,700,,,,,MNDOT,Local recycling container,,,MNDOT,Local recycling container,,,,,,,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MNDOT,,,,,,,,,,,,233.33,233.33,233.33,Yes,,,Yes,,,
"R2: Warren Truck Station - 417 South Main Street Warren, MN 56762",May,05/01/2019,completed,417 S Main,Warren,56762,Marshall,Department of Transportation,Warren TS,,,,3,No,,No,,Joe Leas,218-277-7956,218-277-7957,joel.leas@state.mn.us,City of Warren,MarKit Landfill,Weight converted from volume,700,,,,,MNDOT,Local recycling container,,,MNDOT,Local recycling container,,,,,,,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MNDOT,,,,,,,,,,,,233.33,233.33,233.33,Yes,,,Yes,,,
"R2: Warren Truck Station - 417 South Main Street Warren, MN 56762",June,06/01/2019,completed,417 S Main,Warren,56762,Marshall,Department of Transportation,Warren TS,,,,3,No,,No,,Joe Leas,218-277-7956,218-277-7957,joel.leas@state.mn.us,City of Warren,MarKit Landfill,Weight converted from volume,700,,,,,MNDOT,Local recycling container,,,MNDOT,Local recycling container,,,,,,,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MNDOT,,,,,,,,,,,,233.33,233.33,233.33,Yes,,,Yes,,,
"R2: Warren Truck Station - 417 South Main Street Warren, MN 56762",July,07/01/2019,completed,417 S Main,Warren,56762,Marshall,Department of Transportation,Warren TS,,,,3,No,,No,,Joe Leas,218-277-7956,218-277-7957,joel.leas@state.mn.us,City of Warren,MarKit Landfill,Weight converted from volume,700,,,,,MNDOT,Local recycling container,,,MNDOT,Local recycling container,,,,,,,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MNDOT,,,,,,,,,,,,233.33,233.33,233.33,Yes,,,Yes,,,
"R2: Warren Truck Station - 417 South Main Street Warren, MN 56762",August,08/01/2019,completed,417 S Main,Warren,56762,Marshall,Department of Transportation,Warren TS,,,,3,No,,No,,Joe Leas,218-277-7956,218-277-7957,joel.leas@state.mn.us,City of Warren,MarKit Landfill,Weight converted from volume,700,,,,,MNDOT,Local recycling container,,,MNDOT,Local recycling container,,,,,,,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MNDOT,,,,,,,,,,,,233.33,233.33,233.33,Yes,,,Yes,,,
"R2: Warren Truck Station - 417 South Main Street Warren, MN 56762",September,09/01/2019,completed,417 S Main,Warren,56762,Marshall,Department of Transportation,Warren TS,,,,3,No,,No,,Joe Leas,218-277-7956,218-277-7957,joel.leas@state.mn.us,City of Warren,MarKit Landfill,Weight converted from volume,700,,,,,MNDOT,Local recycling container,,,MNDOT,Local recycling container,,,,,,,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MNDOT,,,,,,,,,,,,233.33,233.33,233.33,Yes,,,Yes,,,
"R3A: Aitkin Truck Station - 1158 Air Park Drive Aitkin, MN 56431",January,01/01/2019,completed,,,,,,,,,,,,,,,,,,,Garrison Disposal,,Actual weight,2100,,,,,,,,,,,,,,,,,2100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"R3A: Aitkin Truck Station - 1158 Air Park Drive Aitkin, MN 56431",April,04/01/2019,completed,,,,,,,,,,,,,,,,,,,Garrison Disposal,,Actual weight,4200,,,,,,,,,,,,,,,,,4200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"R3A: Aitkin Truck Station - 1158 Air Park Drive Aitkin, MN 56431",May,05/01/2019,completed,,,,,,,,,,,,,,,,,,,Garrison Disposal,,Actual weight,4200,,,,,,,,,,,,,,,,,4200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"R3A: Aitkin Truck Station - 1158 Air Park Drive Aitkin, MN 56431",June,06/01/2019,completed,,,,,,,,,,,,,,,,,,,Garrison Disposal,,Weight converted from volume,2100,,,,,,,,,,,,,,,,,2100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"R3A: Aitkin Truck Station - 1158 Air Park Drive Aitkin, MN 56431",February,02/01/2019,draft,,,,,,,,,,,,,,,,,,,Garrison Disposal,,,0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"R3A: Aitkin Truck Station - 1158 Air Park Drive Aitkin, MN 56431",March,03/01/2019,completed,,,,,,,,,,,,,,,,,,,Garrison Disposal,,,0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"R3A: Baxter District Headquarters - 1991 Industrial Park Road Crow Wing, MN 56401",January,01/01/2019,draft,7694 Industrial Park Rd,Baxter,56425,Crow Wing,Department of Transportation,,,,,,,,,,,,,,Waste Management,,Actual weight,30800,East Side Oil Companies/WM,,Actual weight,834,,,,,,,,,,,,,31634,,,,,,,,,,,,,,,,,,,,,,,,,,,,Financial Operations Sale of Surplus Materials,Actual weight,346.8,,,,,,,,,,,,,Hewlett Packard,,,First State Tire disposal,,,,,,,346.8,,834,2.64,3.69,,,,,,,,,,
"R3A: Baxter District Headquarters - 1991 Industrial Park Road Crow Wing, MN 56401",March,03/01/2019,draft,7694 Industrial Park Rd,Baxter,56425,Crow Wing,Department of Transportation,,,,,,,,,,,,,,Waste Management,,Actual weight,25200,East Side Oil Companies/WM,,Actual weight,47121,,,,,,,,,,,,,72321,,,,,,,,,,,,,,,,,,,,,,,,,,,,Financial Operations Sale of Surplus Materials,,,,,,,,,,,,,,,Hewlett Packard,,,First State Tire disposal,,,,,,,,,47121,65.16,65.16,,,,,,,,,,
"R3A: Baxter District Headquarters - 1991 Industrial Park Road Crow Wing, MN 56401",February,02/01/2019,draft,7694 Industrial Park Rd,Baxter,56425,Crow Wing,Department of Transportation,,,,,,,,,,,,,,Waste Management,,Actual weight,28700,East Side Oil Companies/WM,,,,,,,,,,,,,,,,28700,,,,,,,,,,,,,,,,,,,,,,,,,,,,Financial Operations Sale of Surplus Materials,,,,,,,,,,,,,,,Hewlett Packard,,,First State Tire disposal,,,,,,,,,,,,,,,,,,,,,
"R3A: Baxter District Headquarters - 1991 Industrial Park Road Crow Wing, MN 56401",April,04/01/2019,draft,7694 Industrial Park Rd,Baxter,56425,Crow Wing,Department of Transportation,,,,,,,,,,,,,,Waste Management,,Actual weight,30800,East Side Oil Companies/WM,,Weight converted from volume,1112,,,,,,,,,,,,,31912,,,375.1,,,,,,,,,,,,,,,,,,,,,,,,,Financial Operations Sale of Surplus Materials,,,,,,,,,,,,,,,Hewlett Packard,,,First State Tire disposal,,,,,,,375.1,,1112,3.48,4.61,,,,,,,,,,
"R3A: Baxter District Headquarters - 1991 Industrial Park Road Crow Wing, MN 56401",May,05/01/2019,draft,7694 Industrial Park Rd,Baxter,56425,Crow Wing,Department of Transportation,,,,,,,,,,,,,,Waste Management,,,46200,East Side Oil Companies/WM,,Actual weight,556,,,,,,,,,,,,,46756,,,,,,,,,,,,,,,,,,,,,,,,,,,,Financial Operations Sale of Surplus Materials,,162.9,,,,,,,,,,,,,Hewlett Packard,,,First State Tire disposal,,,,,,,162.9,,556,1.19,1.53,,,,,,,,,,
"R3A: Baxter District Headquarters - 1991 Industrial Park Road Crow Wing, MN 56401",June,06/01/2019,draft,7694 Industrial Park Rd,Baxter,56425,Crow Wing,Department of Transportation,,,,,,,,,,,,,,Waste Management,,Actual weight,25200,East Side Oil Companies/WM,,Actual weight,1112,,,,,,,,,,,,,26312,,,,,,,,,,,,,,,,,,,,,,,,,,,,Financial Operations Sale of Surplus Materials/Crow Wing Recycling,Actual weight,39000,,,,,,,,,,,,,Hewlett Packard,,,First State Tire disposal,,,,,,,39000,,1112,4.23,61.42,,,,,,,,,,
"R3A: Garrison Truck Station - 27365 MN Highway 18 Garrison, MN 56450",March,03/01/2019,draft,27365 State Highway 18,Garrison,56450,,Department of Transportation,,,,,,,,,,,,,,Garrison Disposal/Waste Management,,Actual weight,2100,,,,,,,,,,,,,,,,,2100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"R3A: Garrison Truck Station - 27365 MN Highway 18 Garrison, MN 56450",April,04/01/2019,draft,27365 State Highway 18,Garrison,56450,,Department of Transportation,,,,,,,,,,,,,,Garrison Disposal/Waste Management,,Actual weight,2100,,,,,,,,,,,,,,,,,2100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"R3A: Garrison Truck Station - 27365 MN Highway 18 Garrison, MN 56450",May,05/01/2019,draft,27365 State Highway 18,Garrison,56450,,Department of Transportation,,,,,,,,,,,,,,Garrison Disposal/Waste Management,,Actual weight,6300,,,,,,,,,,,,,,,,,6300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"R3A: Garrison Truck Station - 27365 MN Highway 18 Garrison, MN 56450",June,06/01/2019,draft,27365 State Highway 18,Garrison,56450,,Department of Transportation,,,,,,,,,,,,,,Garrison Disposal/Waste Management,,,4200,,,,,,,,,,,,,,,,,4200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"R3A: Garrison Truck Station - 27365 MN Highway 18 Garrison, MN 56450",January,01/01/2019,draft,27365 State Highway 18,Garrison,56450,,Department of Transportation,,,,,,,,,,,,,,Garrison Disposal/Waste Management,,,0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"R3A: Garrison Truck Station - 27365 MN Highway 18 Garrison, MN 56450",February,02/01/2019,draft,27365 State Highway 18,Garrison,56450,,Department of Transportation,,,,,,,,,,,,,,Garrison Disposal/Waste Management,,,0,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"R3A: Little Falls Truck Station - 15038 Pine Avenue Little Falls, MN 56345",April,04/01/2019,completed,15038 Pine Ave,Little Falls,56345,,Department of Transportation,,,,,,,,,,,,,,Waste Management,,Actual weight,14000,East Side Oil Co/Waste Management,,,,,,,,,,,,,,,,14000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.99,144.99,,,,1.03,,,,,,,,,,
