"","Member","Cycle","Reporting Date/Period","Response Status","Street Address:","City:","Zip Code:","County:","Agency Name","Location Name:","Square footage of space occupied:","Total square footage of building (including other occupants, where applicable):","Primary use of space (i.e., office, storage, etc.):","Total Staff:","Does your agency have a resident population regularly onsite (e.g,. correctional facilities)?","Non-Staff Population","Does your agency have short-term visitors (e.g., public meetings, hearings, large events, etc.) who contribute to your waste/recycling generation?","Approximate number of visitors per year:","Contact name:","Phone:","Fax:","Email:","Trash Hauler","Trash Destination","Trash Actual vs Volume","Trash (lbs)","Recycling: Single Stream Hauler","Recycling: Single Stream Destination","Recycling: Single Stream Actual vs Volume","Recycling: Single Stream Actual Weight (in Pounds)","Recycling: Dual stream (Bottles, cans & containers) Hauler","Recycling: Dual stream (Bottles, cans & containers) Destination","Recycling: Dual stream (Bottles, cans & containers) Actual vs Volume","Recycling: Dual stream (Bottles, cans & containers) Actual Weight (in Pounds)","Recycling: Dual stream (Paper, including cardboard) Hauler","Recycling: Dual stream (Paper, including cardboard) Destination","Recycling: Dual stream (Paper, including cardboard) Actual vs Volume","Recycling: Dual stream (Paper, including cardboard) Actual Weight (in Pounds)","Organics Hauler","Organics Destination","Organics Actual vs Volume","Organics (lbs)","Total MSW","Aluminum (scrap other than cans) Hauler/Recycler","Aluminum (scrap other than cans) Actual vs Volume","Aluminum (scrap other than cans) Actual Weight (in Pounds)","Anti-freeze Hauler/Recycler","Anti-freeze Actual vs Volume","Anti-freeze Actual Weight (in Pounds)","Auto Oil Hauler/Recycler","Auto Oil Actual vs Volume","Auto Oil Actual Weight (in Pounds)","Batteries: appliance (rechargeable) Hauler/Recycler","Batteries: appliance (rechargeable) Actual vs Volume","Batteries: appliance (rechargeable) Actual Weight (in Pounds)","Batteries: vehicle Hauler/Recycler","Batteries: vehicle Actual vs Volume","Batteries: vehicle Actual Weight (in Pounds)","Construction Material Hauler/Recycler","Construction Material Actual vs Volume","Construction Material Actual Weight (in Pounds)","E-Waste (computers, laptops, printers, etc.) Hauler/Recycler","E-Waste (computers, laptops, printers, etc.) Actual vs Volume","E-Waste (computers, laptops, printers, etc.) Actual Weight (in Pounds)","Fluorescents Hauler/Recycler","Fluorescents Actual vs Volume","Fluorescents Actual Weight (in Pounds)","Grease, Bones, Tallow Hauler/Recycler","Grease, Bones, Tallow Actual vs Volume","Grease, Bones, Tallow Actual Weight (in Pounds)","Metal (scrap) Hauler/Recycler","Metal (scrap) Actual vs Volume","Metal (scrap) Actual Weight (in Pounds)","Paint Hauler/Recycler","Paint Actual vs Volume","Paint Actual Weight (in Pounds)","Parts Cleaner Hauler/Recycler","Parts Cleaner Actual vs Volume","Parts Cleaner Actual Weight (in Pounds)","Solvent Hauler/Recycler","Solvent Actual vs Volume","Solvent Actual Weight (in Pounds)","Textiles Hauler/Recycler","Textiles Actual vs Volume","Textiles Actual Weight (in Pounds)","Toner Cartridges Hauler/Recycler","Toner Cartridges Actual vs Volume","Toner Cartridges Actual Weight (in Pounds)","Tires Hauler/Recycler","Tires Actual vs Volume","Tires Actual Weight (in Pounds)","Wood Waste (mfg. waste, chips, or pallets) Hauler/Recycler","Wood Waste (mfg. waste, chips, or pallets) Actual vs Volume","Wood Waste (mfg. waste, chips, or pallets) Actual Weight (in Pounds)","All Other Actual Weight (in Pounds)","Specialty Waste (lbs)","Please specify materials included in ""All Other"" weight:","Recycling (lbs)","MSW Recycling Rate (%)","Total Recycling Rate (%)","Waste Per Capita (lbs per staff)","Waste Per Capita Including Non-Staff (lbs per staff)","Waste Per Capita (including staff, resident and visitor)","Is your agency location utilizing the state's recycling best practices?","Indicate your agency<U+0092>s timeline for implementing the new program:","Details:","Is your agency location following the Green Meeting Policy for internal and external meetings of all sizes?","Indicate your agency's timeline for implementing the Green Meeting Policy:","Details:_1","State agency locations often have the opportunity to reduce consumption of particular products or services. Does your agency location engage in any of the below efforts to reduce overall consumption (select all that apply):","Address","Site ID","From Date","To Date","Facility ID","Total Population","Office supply reuse center","Indicate your agency<U+0092>s timeline for implementing the new program:","Does your agency have short-term visitors (e.g., public meetings, hearings, large events, etc.) who contribute to your waste/recycling generation? ","Staff Population"
"151","R2: Warren Truck Station - 417 South Main Street Warren, MN 56762","July","07/01/2019","completed","417 S Main","Warren","56762","Marshall","DOT","Warren TS","","","","3","No","","No","","Joe Leas","218-277-7956","218-277-7957","joel.leas@state.mn.us","City of Warren","MarKit Landfill","Weight converted from volume","700","","","","","MNDOT","Local recycling container","","","MNDOT","Local recycling container","","","","","","","700","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MNDOT","","","","","","","","","","","","233.33","233.33","233.33","Yes","","","Yes","","","","417 s main, warren","11839","7/1/2019","7/31/2019","11839","","Is your agency location utilizing the state's recycling best practices?","","No","3"
"152","R2: Warren Truck Station - 417 South Main Street Warren, MN 56762","August","08/01/2019","completed","417 S Main","Warren","56762","Marshall","DOT","Warren TS","","","","3","No","","No","","Joe Leas","218-277-7956","218-277-7957","joel.leas@state.mn.us","City of Warren","MarKit Landfill","Weight converted from volume","700","","","","","MNDOT","Local recycling container","","","MNDOT","Local recycling container","","","","","","","700","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MNDOT","","","","","","","","","","","","233.33","233.33","233.33","Yes","","","Yes","","","","417 s main, warren","11839","8/1/2019","8/31/2019","11839","","Is your agency location utilizing the state's recycling best practices?","","No","3"
"153","R2: Warren Truck Station - 417 South Main Street Warren, MN 56762","September","09/01/2019","completed","417 S Main","Warren","56762","Marshall","DOT","Warren TS","","","","3","No","","No","","Joe Leas","218-277-7956","218-277-7957","joel.leas@state.mn.us","City of Warren","MarKit Landfill","Weight converted from volume","700","","","","","MNDOT","Local recycling container","","","MNDOT","Local recycling container","","","","","","","700","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","MNDOT","","","","","","","","","","","","233.33","233.33","233.33","Yes","","","Yes","","","","417 s main, warren","11839","9/1/2019","9/30/2019","11839","","Is your agency location utilizing the state's recycling best practices?","","No","3"
"154","R3A: Aitkin Truck Station - 1158 Air Park Drive Aitkin, MN 56431","January","01/01/2019","completed","","","","","DOT","","","","","","","","","","","","","","Garrison Disposal","","Actual weight","2100","","","","","","","","","","","","","","","","","2100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","na, na","11846","1/1/2019","1/31/2019","11846","","Is your agency location utilizing the state's recycling best practices?","","",""
"155","R3A: Aitkin Truck Station - 1158 Air Park Drive Aitkin, MN 56431","April","04/01/2019","completed","","","","","DOT","","","","","","","","","","","","","","Garrison Disposal","","Actual weight","4200","","","","","","","","","","","","","","","","","4200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","na, na","11846","4/1/2019","4/30/2019","11846","","Is your agency location utilizing the state's recycling best practices?","","",""
"156","R3A: Aitkin Truck Station - 1158 Air Park Drive Aitkin, MN 56431","May","05/01/2019","completed","","","","","DOT","","","","","","","","","","","","","","Garrison Disposal","","Actual weight","4200","","","","","","","","","","","","","","","","","4200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","na, na","11846","5/1/2019","5/31/2019","11846","","Is your agency location utilizing the state's recycling best practices?","","",""
"157","R3A: Aitkin Truck Station - 1158 Air Park Drive Aitkin, MN 56431","June","06/01/2019","completed","","","","","DOT","","","","","","","","","","","","","","Garrison Disposal","","Weight converted from volume","2100","","","","","","","","","","","","","","","","","2100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","na, na","11846","6/1/2019","6/30/2019","11846","","Is your agency location utilizing the state's recycling best practices?","","",""
"158","R3A: Aitkin Truck Station - 1158 Air Park Drive Aitkin, MN 56431","February","02/01/2019","draft","","","","","DOT","","","","","","","","","","","","","","Garrison Disposal","","","0","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","na, na","11846","2/1/2019","2/28/2019","11846","","Is your agency location utilizing the state's recycling best practices?","","",""
"159","R3A: Aitkin Truck Station - 1158 Air Park Drive Aitkin, MN 56431","March","03/01/2019","completed","","","","","DOT","","","","","","","","","","","","","","Garrison Disposal","","","0","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","na, na","11846","3/1/2019","3/31/2019","11846","","Is your agency location utilizing the state's recycling best practices?","","",""
"160","R3A: Baxter District Headquarters - 1991 Industrial Park Road Crow Wing, MN 56401","January","01/01/2019","draft","7694 Industrial Park Rd","Baxter","56425","Crow Wing","DOT","","","","","","","","","","","","","","Waste Management","","Actual weight","30800","East Side Oil Companies/WM","","Actual weight","834","","","","","","","","","","","","","31634","","","","","","","","","","","","","","","","","","","","","","","","","","","","Financial Operations Sale of Surplus Materials","Actual weight","346.8","","","","","","","","","","","","","Hewlett Packard","","","First State Tire disposal","","","","","","","346.8","","834","2.64","3.69","","","","","","","","","","","7694 indhwytrial park rd, baxter","11843","1/1/2019","1/31/2019","11843","","Is your agency location utilizing the state's recycling best practices?","","",""
"161","R3A: Baxter District Headquarters - 1991 Industrial Park Road Crow Wing, MN 56401","March","03/01/2019","draft","7694 Industrial Park Rd","Baxter","56425","Crow Wing","DOT","","","","","","","","","","","","","","Waste Management","","Actual weight","25200","East Side Oil Companies/WM","","Actual weight","47121","","","","","","","","","","","","","72321","","","","","","","","","","","","","","","","","","","","","","","","","","","","Financial Operations Sale of Surplus Materials","","","","","","","","","","","","","","","Hewlett Packard","","","First State Tire disposal","","","","","","","","","47121","65.16","65.16","","","","","","","","","","","7694 indhwytrial park rd, baxter","11843","3/1/2019","3/31/2019","11843","","Is your agency location utilizing the state's recycling best practices?","","",""
"162","R3A: Baxter District Headquarters - 1991 Industrial Park Road Crow Wing, MN 56401","February","02/01/2019","draft","7694 Industrial Park Rd","Baxter","56425","Crow Wing","DOT","","","","","","","","","","","","","","Waste Management","","Actual weight","28700","East Side Oil Companies/WM","","","","","","","","","","","","","","","","28700","","","","","","","","","","","","","","","","","","","","","","","","","","","","Financial Operations Sale of Surplus Materials","","","","","","","","","","","","","","","Hewlett Packard","","","First State Tire disposal","","","","","","","","","","","","","","","","","","","","","","7694 indhwytrial park rd, baxter","11843","2/1/2019","2/28/2019","11843","","Is your agency location utilizing the state's recycling best practices?","","",""
"163","R3A: Baxter District Headquarters - 1991 Industrial Park Road Crow Wing, MN 56401","April","04/01/2019","draft","7694 Industrial Park Rd","Baxter","56425","Crow Wing","DOT","","","","","","","","","","","","","","Waste Management","","Actual weight","30800","East Side Oil Companies/WM","","Weight converted from volume","1112","","","","","","","","","","","","","31912","","","375.1","","","","","","","","","","","","","","","","","","","","","","","","","Financial Operations Sale of Surplus Materials","","","","","","","","","","","","","","","Hewlett Packard","","","First State Tire disposal","","","","","","","375.1","","1112","3.48","4.61","","","","","","","","","","","7694 indhwytrial park rd, baxter","11843","4/1/2019","4/30/2019","11843","","Is your agency location utilizing the state's recycling best practices?","","",""
"164","R3A: Baxter District Headquarters - 1991 Industrial Park Road Crow Wing, MN 56401","May","05/01/2019","draft","7694 Industrial Park Rd","Baxter","56425","Crow Wing","DOT","","","","","","","","","","","","","","Waste Management","","","46200","East Side Oil Companies/WM","","Actual weight","556","","","","","","","","","","","","","46756","","","","","","","","","","","","","","","","","","","","","","","","","","","","Financial Operations Sale of Surplus Materials","","162.9","","","","","","","","","","","","","Hewlett Packard","","","First State Tire disposal","","","","","","","162.9","","556","1.19","1.53","","","","","","","","","","","7694 indhwytrial park rd, baxter","11843","5/1/2019","5/31/2019","11843","","Is your agency location utilizing the state's recycling best practices?","","",""
"165","R3A: Baxter District Headquarters - 1991 Industrial Park Road Crow Wing, MN 56401","June","06/01/2019","draft","7694 Industrial Park Rd","Baxter","56425","Crow Wing","DOT","","","","","","","","","","","","","","Waste Management","","Actual weight","25200","East Side Oil Companies/WM","","Actual weight","1112","","","","","","","","","","","","","26312","","","","","","","","","","","","","","","","","","","","","","","","","","","","Financial Operations Sale of Surplus Materials/Crow Wing Recycling","Actual weight","39000","","","","","","","","","","","","","Hewlett Packard","","","First State Tire disposal","","","","","","","39000","","1112","4.23","61.42","","","","","","","","","","","7694 indhwytrial park rd, baxter","11843","6/1/2019","6/30/2019","11843","","Is your agency location utilizing the state's recycling best practices?","","",""
"166","R3A: Garrison Truck Station - 27365 MN Highway 18 Garrison, MN 56450","March","03/01/2019","draft","27365 State Highway 18","Garrison","56450","","DOT","","","","","","","","","","","","","","Garrison Disposal/Waste Management","","Actual weight","2100","","","","","","","","","","","","","","","","","2100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27365 state hwy 18, garrison","11847","3/1/2019","3/31/2019","11847","","Is your agency location utilizing the state's recycling best practices?","","",""
"167","R3A: Garrison Truck Station - 27365 MN Highway 18 Garrison, MN 56450","April","04/01/2019","draft","27365 State Highway 18","Garrison","56450","","DOT","","","","","","","","","","","","","","Garrison Disposal/Waste Management","","Actual weight","2100","","","","","","","","","","","","","","","","","2100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27365 state hwy 18, garrison","11847","4/1/2019","4/30/2019","11847","","Is your agency location utilizing the state's recycling best practices?","","",""
"168","R3A: Garrison Truck Station - 27365 MN Highway 18 Garrison, MN 56450","May","05/01/2019","draft","27365 State Highway 18","Garrison","56450","","DOT","","","","","","","","","","","","","","Garrison Disposal/Waste Management","","Actual weight","6300","","","","","","","","","","","","","","","","","6300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27365 state hwy 18, garrison","11847","5/1/2019","5/31/2019","11847","","Is your agency location utilizing the state's recycling best practices?","","",""
"169","R3A: Garrison Truck Station - 27365 MN Highway 18 Garrison, MN 56450","June","06/01/2019","draft","27365 State Highway 18","Garrison","56450","","DOT","","","","","","","","","","","","","","Garrison Disposal/Waste Management","","","4200","","","","","","","","","","","","","","","","","4200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27365 state hwy 18, garrison","11847","6/1/2019","6/30/2019","11847","","Is your agency location utilizing the state's recycling best practices?","","",""
"170","R3A: Garrison Truck Station - 27365 MN Highway 18 Garrison, MN 56450","January","01/01/2019","draft","27365 State Highway 18","Garrison","56450","","DOT","","","","","","","","","","","","","","Garrison Disposal/Waste Management","","","0","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27365 state hwy 18, garrison","11847","1/1/2019","1/31/2019","11847","","Is your agency location utilizing the state's recycling best practices?","","",""
"171","R3A: Garrison Truck Station - 27365 MN Highway 18 Garrison, MN 56450","February","02/01/2019","draft","27365 State Highway 18","Garrison","56450","","DOT","","","","","","","","","","","","","","Garrison Disposal/Waste Management","","","0","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27365 state hwy 18, garrison","11847","2/1/2019","2/28/2019","11847","","Is your agency location utilizing the state's recycling best practices?","","",""
"172","R3A: Little Falls Truck Station - 15038 Pine Avenue Little Falls, MN 56345","April","04/01/2019","completed","15038 Pine Ave","Little Falls","56345","","DOT","","","","","","","","","","","","","","Waste Management","","Actual weight","14000","East Side Oil Co/Waste Management","","","","","","","","","","","","","","","","14000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","144.99","144.99","","","","1.03","","","","","","","","","","","15038 pine ave, little falls","15669","4/1/2019","4/30/2019","15669","","Is your agency location utilizing the state's recycling best practices?","","",""
"173","R3A: Little Falls Truck Station - 15038 Pine Avenue Little Falls, MN 56345","May","05/01/2019","completed","15038 Pine Ave","Little Falls","56345","","DOT","","","","","","","","","","","","","","Waste Management","","Actual weight","14000","East Side Oil Co/Waste Management","","Actual weight","556","","","","","","","","","","","","","14556","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","556","3.82","3.82","","","","","","","","","","","15038 pine ave, little falls","15669","5/1/2019","5/31/2019","15669","","Is your agency location utilizing the state's recycling best practices?","","",""
